audio_id,label,src_path,dst_path,duration_sec,sample_rate,snr_db,noise_source,codec,bandpass_hz,ts
satis_02906,satisfaction,data/synthetic/audio/satisfaction/satis_02906.wav,data/synthetic/audio_phone/satisfaction/satis_02906.wav,7.7,16000,15.32,synthetic,mu_law_8k,300-3400,1778143858.4480677
satis_02907,satisfaction,data/synthetic/audio/satisfaction/satis_02907.wav,data/synthetic/audio_phone/satisfaction/satis_02907.wav,7.05,16000,15.54,synthetic,mu_law_8k,300-3400,1778143858.4590383
satis_02908,satisfaction,data/synthetic/audio/satisfaction/satis_02908.wav,data/synthetic/audio_phone/satisfaction/satis_02908.wav,7.2,16000,16.89,synthetic,mu_law_8k,300-3400,1778143858.4680142
satis_02915,satisfaction,data/synthetic/audio/satisfaction/satis_02915.wav,data/synthetic/audio_phone/satisfaction/satis_02915.wav,5.65,16000,15.32,synthetic,mu_law_8k,300-3400,1778143858.470009
satis_02921,satisfaction,data/synthetic/audio/satisfaction/satis_02921.wav,data/synthetic/audio_phone/satisfaction/satis_02921.wav,7.5,16000,18.58,synthetic,mu_law_8k,300-3400,1778143858.4839714
satis_02922,satisfaction,data/synthetic/audio/satisfaction/satis_02922.wav,data/synthetic/audio_phone/satisfaction/satis_02922.wav,5.0,16000,18.8,synthetic,mu_law_8k,300-3400,1778143858.487961
satis_02924,satisfaction,data/synthetic/audio/satisfaction/satis_02924.wav,data/synthetic/audio_phone/satisfaction/satis_02924.wav,5.55,16000,22.72,synthetic,mu_law_8k,300-3400,1778143858.4949422
satis_02925,satisfaction,data/synthetic/audio/satisfaction/satis_02925.wav,data/synthetic/audio_phone/satisfaction/satis_02925.wav,7.0,16000,20.15,synthetic,mu_law_8k,300-3400,1778143858.5029204
satis_02927,satisfaction,data/synthetic/audio/satisfaction/satis_02927.wav,data/synthetic/audio_phone/satisfaction/satis_02927.wav,6.05,16000,20.95,synthetic,mu_law_8k,300-3400,1778143858.5148892
satis_02930,satisfaction,data/synthetic/audio/satisfaction/satis_02930.wav,data/synthetic/audio_phone/satisfaction/satis_02930.wav,6.3,16000,17.6,synthetic,mu_law_8k,300-3400,1778143858.5178812
satis_02933,satisfaction,data/synthetic/audio/satisfaction/satis_02933.wav,data/synthetic/audio_phone/satisfaction/satis_02933.wav,6.75,16000,23.1,synthetic,mu_law_8k,300-3400,1778143858.5238647
satis_02934,satisfaction,data/synthetic/audio/satisfaction/satis_02934.wav,data/synthetic/audio_phone/satisfaction/satis_02934.wav,7.75,16000,16.13,synthetic,mu_law_8k,300-3400,1778143858.5378273
satis_02941,satisfaction,data/synthetic/audio/satisfaction/satis_02941.wav,data/synthetic/audio_phone/satisfaction/satis_02941.wav,7.6,16000,20.89,synthetic,mu_law_8k,300-3400,1778143858.5572839
satis_02937,satisfaction,data/synthetic/audio/satisfaction/satis_02937.wav,data/synthetic/audio_phone/satisfaction/satis_02937.wav,9.15,16000,20.68,synthetic,mu_law_8k,300-3400,1778143858.5582807
satis_02940,satisfaction,data/synthetic/audio/satisfaction/satis_02940.wav,data/synthetic/audio_phone/satisfaction/satis_02940.wav,9.25,16000,20.37,synthetic,mu_law_8k,300-3400,1778143858.5592852
satis_02942,satisfaction,data/synthetic/audio/satisfaction/satis_02942.wav,data/synthetic/audio_phone/satisfaction/satis_02942.wav,7.85,16000,20.74,synthetic,mu_law_8k,300-3400,1778143858.575235
satis_02948,satisfaction,data/synthetic/audio/satisfaction/satis_02948.wav,data/synthetic/audio_phone/satisfaction/satis_02948.wav,7.2,16000,21.09,synthetic,mu_law_8k,300-3400,1778143858.5891986
satis_02943,satisfaction,data/synthetic/audio/satisfaction/satis_02943.wav,data/synthetic/audio_phone/satisfaction/satis_02943.wav,8.0,16000,18.23,synthetic,mu_law_8k,300-3400,1778143858.5961797
satis_02950,satisfaction,data/synthetic/audio/satisfaction/satis_02950.wav,data/synthetic/audio_phone/satisfaction/satis_02950.wav,5.5,16000,23.46,synthetic,mu_law_8k,300-3400,1778143858.6021638
satis_02945,satisfaction,data/synthetic/audio/satisfaction/satis_02945.wav,data/synthetic/audio_phone/satisfaction/satis_02945.wav,10.05,16000,16.52,synthetic,mu_law_8k,300-3400,1778143858.60715
satis_02953,satisfaction,data/synthetic/audio/satisfaction/satis_02953.wav,data/synthetic/audio_phone/satisfaction/satis_02953.wav,5.95,16000,19.95,synthetic,mu_law_8k,300-3400,1778143858.6251016
satis_02957,satisfaction,data/synthetic/audio/satisfaction/satis_02957.wav,data/synthetic/audio_phone/satisfaction/satis_02957.wav,7.6,16000,18.8,synthetic,mu_law_8k,300-3400,1778143858.6310863
satis_02959,satisfaction,data/synthetic/audio/satisfaction/satis_02959.wav,data/synthetic/audio_phone/satisfaction/satis_02959.wav,7.25,16000,16.69,synthetic,mu_law_8k,300-3400,1778143858.6370707
satis_02960,satisfaction,data/synthetic/audio/satisfaction/satis_02960.wav,data/synthetic/audio_phone/satisfaction/satis_02960.wav,8.5,16000,20.94,synthetic,mu_law_8k,300-3400,1778143858.6480403
satis_02967,satisfaction,data/synthetic/audio/satisfaction/satis_02967.wav,data/synthetic/audio_phone/satisfaction/satis_02967.wav,6.4,16000,22.09,synthetic,mu_law_8k,300-3400,1778143858.6630006
satis_02961,satisfaction,data/synthetic/audio/satisfaction/satis_02961.wav,data/synthetic/audio_phone/satisfaction/satis_02961.wav,9.6,16000,15.4,synthetic,mu_law_8k,300-3400,1778143858.6669903
satis_02972,satisfaction,data/synthetic/audio/satisfaction/satis_02972.wav,data/synthetic/audio_phone/satisfaction/satis_02972.wav,6.2,16000,22.11,synthetic,mu_law_8k,300-3400,1778143858.676963
satis_02968,satisfaction,data/synthetic/audio/satisfaction/satis_02968.wav,data/synthetic/audio_phone/satisfaction/satis_02968.wav,9.35,16000,24.11,synthetic,mu_law_8k,300-3400,1778143858.679956
satis_02978,satisfaction,data/synthetic/audio/satisfaction/satis_02978.wav,data/synthetic/audio_phone/satisfaction/satis_02978.wav,6.8,16000,21.97,synthetic,mu_law_8k,300-3400,1778143858.7008996
satis_02986,satisfaction,data/synthetic/audio/satisfaction/satis_02986.wav,data/synthetic/audio_phone/satisfaction/satis_02986.wav,6.6,16000,19.13,synthetic,mu_law_8k,300-3400,1778143858.7078807
satis_02974,satisfaction,data/synthetic/audio/satisfaction/satis_02974.wav,data/synthetic/audio_phone/satisfaction/satis_02974.wav,8.95,16000,22.41,synthetic,mu_law_8k,300-3400,1778143858.7098763
satis_02981,satisfaction,data/synthetic/audio/satisfaction/satis_02981.wav,data/synthetic/audio_phone/satisfaction/satis_02981.wav,8.6,16000,23.51,synthetic,mu_law_8k,300-3400,1778143858.7178538
satis_02987,satisfaction,data/synthetic/audio/satisfaction/satis_02987.wav,data/synthetic/audio_phone/satisfaction/satis_02987.wav,7.15,16000,20.08,synthetic,mu_law_8k,300-3400,1778143858.7318163
satis_02993,satisfaction,data/synthetic/audio/satisfaction/satis_02993.wav,data/synthetic/audio_phone/satisfaction/satis_02993.wav,7.6,16000,20.27,synthetic,mu_law_8k,300-3400,1778143858.745779
satis_02991,satisfaction,data/synthetic/audio/satisfaction/satis_02991.wav,data/synthetic/audio_phone/satisfaction/satis_02991.wav,6.85,16000,17.47,synthetic,mu_law_8k,300-3400,1778143858.7477732
satis_02995,satisfaction,data/synthetic/audio/satisfaction/satis_02995.wav,data/synthetic/audio_phone/satisfaction/satis_02995.wav,7.05,16000,20.2,synthetic,mu_law_8k,300-3400,1778143858.7517657
satis_03005,satisfaction,data/synthetic/audio/satisfaction/satis_03005.wav,data/synthetic/audio_phone/satisfaction/satis_03005.wav,6.85,16000,19.15,synthetic,mu_law_8k,300-3400,1778143858.77171
satis_03006,satisfaction,data/synthetic/audio/satisfaction/satis_03006.wav,data/synthetic/audio_phone/satisfaction/satis_03006.wav,10.0,16000,21.67,synthetic,mu_law_8k,300-3400,1778143858.793651
satis_03008,satisfaction,data/synthetic/audio/satisfaction/satis_03008.wav,data/synthetic/audio_phone/satisfaction/satis_03008.wav,8.3,16000,23.56,synthetic,mu_law_8k,300-3400,1778143858.796643
satis_03007,satisfaction,data/synthetic/audio/satisfaction/satis_03007.wav,data/synthetic/audio_phone/satisfaction/satis_03007.wav,8.9,16000,17.59,synthetic,mu_law_8k,300-3400,1778143858.7986374
satis_03010,satisfaction,data/synthetic/audio/satisfaction/satis_03010.wav,data/synthetic/audio_phone/satisfaction/satis_03010.wav,9.0,16000,23.59,synthetic,mu_law_8k,300-3400,1778143858.8145947
satis_03012,satisfaction,data/synthetic/audio/satisfaction/satis_03012.wav,data/synthetic/audio_phone/satisfaction/satis_03012.wav,6.65,16000,18.26,synthetic,mu_law_8k,300-3400,1778143858.8285573
satis_03013,satisfaction,data/synthetic/audio/satisfaction/satis_03013.wav,data/synthetic/audio_phone/satisfaction/satis_03013.wav,7.6,16000,19.84,synthetic,mu_law_8k,300-3400,1778143858.8345416
satis_03011,satisfaction,data/synthetic/audio/satisfaction/satis_03011.wav,data/synthetic/audio_phone/satisfaction/satis_03011.wav,8.7,16000,23.95,synthetic,mu_law_8k,300-3400,1778143858.8365364
satis_03015,satisfaction,data/synthetic/audio/satisfaction/satis_03015.wav,data/synthetic/audio_phone/satisfaction/satis_03015.wav,7.45,16000,15.68,synthetic,mu_law_8k,300-3400,1778143858.854488
satis_03016,satisfaction,data/synthetic/audio/satisfaction/satis_03016.wav,data/synthetic/audio_phone/satisfaction/satis_03016.wav,7.35,16000,23.74,synthetic,mu_law_8k,300-3400,1778143858.8614697
satis_03017,satisfaction,data/synthetic/audio/satisfaction/satis_03017.wav,data/synthetic/audio_phone/satisfaction/satis_03017.wav,5.6,16000,20.24,synthetic,mu_law_8k,300-3400,1778143858.8664565
satis_03018,satisfaction,data/synthetic/audio/satisfaction/satis_03018.wav,data/synthetic/audio_phone/satisfaction/satis_03018.wav,6.6,16000,16.02,synthetic,mu_law_8k,300-3400,1778143858.8684504
satis_03020,satisfaction,data/synthetic/audio/satisfaction/satis_03020.wav,data/synthetic/audio_phone/satisfaction/satis_03020.wav,7.65,16000,19.02,synthetic,mu_law_8k,300-3400,1778143858.8973746
satis_03019,satisfaction,data/synthetic/audio/satisfaction/satis_03019.wav,data/synthetic/audio_phone/satisfaction/satis_03019.wav,11.1,16000,22.42,synthetic,mu_law_8k,300-3400,1778143858.9033575
satis_03022,satisfaction,data/synthetic/audio/satisfaction/satis_03022.wav,data/synthetic/audio_phone/satisfaction/satis_03022.wav,9.1,16000,16.03,synthetic,mu_law_8k,300-3400,1778143858.9083438
satis_03023,satisfaction,data/synthetic/audio/satisfaction/satis_03023.wav,data/synthetic/audio_phone/satisfaction/satis_03023.wav,10.05,16000,20.21,synthetic,mu_law_8k,300-3400,1778143858.9143288
satis_03025,satisfaction,data/synthetic/audio/satisfaction/satis_03025.wav,data/synthetic/audio_phone/satisfaction/satis_03025.wav,7.0,16000,19.32,synthetic,mu_law_8k,300-3400,1778143858.931283
satis_03030,satisfaction,data/synthetic/audio/satisfaction/satis_03030.wav,data/synthetic/audio_phone/satisfaction/satis_03030.wav,6.75,16000,19.85,synthetic,mu_law_8k,300-3400,1778143858.9332793
satis_03032,satisfaction,data/synthetic/audio/satisfaction/satis_03032.wav,data/synthetic/audio_phone/satisfaction/satis_03032.wav,7.9,16000,23.89,synthetic,mu_law_8k,300-3400,1778143858.9412556
satis_03035,satisfaction,data/synthetic/audio/satisfaction/satis_03035.wav,data/synthetic/audio_phone/satisfaction/satis_03035.wav,7.8,16000,22.73,synthetic,mu_law_8k,300-3400,1778143858.94724
satis_03037,satisfaction,data/synthetic/audio/satisfaction/satis_03037.wav,data/synthetic/audio_phone/satisfaction/satis_03037.wav,7.05,16000,20.37,synthetic,mu_law_8k,300-3400,1778143858.9641948
satis_03038,satisfaction,data/synthetic/audio/satisfaction/satis_03038.wav,data/synthetic/audio_phone/satisfaction/satis_03038.wav,7.75,16000,17.22,synthetic,mu_law_8k,300-3400,1778143858.9691813
satis_03042,satisfaction,data/synthetic/audio/satisfaction/satis_03042.wav,data/synthetic/audio_phone/satisfaction/satis_03042.wav,7.7,16000,24.91,synthetic,mu_law_8k,300-3400,1778143858.9801524
satis_03039,satisfaction,data/synthetic/audio/satisfaction/satis_03039.wav,data/synthetic/audio_phone/satisfaction/satis_03039.wav,8.65,16000,22.58,synthetic,mu_law_8k,300-3400,1778143858.9841413
satis_03047,satisfaction,data/synthetic/audio/satisfaction/satis_03047.wav,data/synthetic/audio_phone/satisfaction/satis_03047.wav,7.2,16000,20.36,synthetic,mu_law_8k,300-3400,1778143858.9971063
satis_03050,satisfaction,data/synthetic/audio/satisfaction/satis_03050.wav,data/synthetic/audio_phone/satisfaction/satis_03050.wav,8.55,16000,19.94,synthetic,mu_law_8k,300-3400,1778143859.0100722
satis_03064,satisfaction,data/synthetic/audio/satisfaction/satis_03064.wav,data/synthetic/audio_phone/satisfaction/satis_03064.wav,7.4,16000,20.41,synthetic,mu_law_8k,300-3400,1778143859.0170536
satis_03057,satisfaction,data/synthetic/audio/satisfaction/satis_03057.wav,data/synthetic/audio_phone/satisfaction/satis_03057.wav,7.95,16000,22.11,synthetic,mu_law_8k,300-3400,1778143859.018051
satis_03067,satisfaction,data/synthetic/audio/satisfaction/satis_03067.wav,data/synthetic/audio_phone/satisfaction/satis_03067.wav,7.5,16000,21.83,synthetic,mu_law_8k,300-3400,1778143859.0280235
satis_03068,satisfaction,data/synthetic/audio/satisfaction/satis_03068.wav,data/synthetic/audio_phone/satisfaction/satis_03068.wav,7.1,16000,15.15,synthetic,mu_law_8k,300-3400,1778143859.0379968
satis_03071,satisfaction,data/synthetic/audio/satisfaction/satis_03071.wav,data/synthetic/audio_phone/satisfaction/satis_03071.wav,8.5,16000,21.52,synthetic,mu_law_8k,300-3400,1778143859.0589418
satis_03069,satisfaction,data/synthetic/audio/satisfaction/satis_03069.wav,data/synthetic/audio_phone/satisfaction/satis_03069.wav,9.3,16000,20.88,synthetic,mu_law_8k,300-3400,1778143859.0619338
satis_03072,satisfaction,data/synthetic/audio/satisfaction/satis_03072.wav,data/synthetic/audio_phone/satisfaction/satis_03072.wav,8.7,16000,21.27,synthetic,mu_law_8k,300-3400,1778143859.0709102
satis_03079,satisfaction,data/synthetic/audio/satisfaction/satis_03079.wav,data/synthetic/audio_phone/satisfaction/satis_03079.wav,7.85,16000,16.97,synthetic,mu_law_8k,300-3400,1778143859.0858703
satis_03083,satisfaction,data/synthetic/audio/satisfaction/satis_03083.wav,data/synthetic/audio_phone/satisfaction/satis_03083.wav,6.4,16000,20.26,synthetic,mu_law_8k,300-3400,1778143859.0988343
satis_03081,satisfaction,data/synthetic/audio/satisfaction/satis_03081.wav,data/synthetic/audio_phone/satisfaction/satis_03081.wav,8.35,16000,21.44,synthetic,mu_law_8k,300-3400,1778143859.1127973
satis_03087,satisfaction,data/synthetic/audio/satisfaction/satis_03087.wav,data/synthetic/audio_phone/satisfaction/satis_03087.wav,7.9,16000,21.81,synthetic,mu_law_8k,300-3400,1778143859.1197789
satis_03088,satisfaction,data/synthetic/audio/satisfaction/satis_03088.wav,data/synthetic/audio_phone/satisfaction/satis_03088.wav,8.65,16000,22.83,synthetic,mu_law_8k,300-3400,1778143859.1392357
satis_03089,satisfaction,data/synthetic/audio/satisfaction/satis_03089.wav,data/synthetic/audio_phone/satisfaction/satis_03089.wav,8.0,16000,18.61,synthetic,mu_law_8k,300-3400,1778143859.1412306
satis_03093,satisfaction,data/synthetic/audio/satisfaction/satis_03093.wav,data/synthetic/audio_phone/satisfaction/satis_03093.wav,6.7,16000,23.93,synthetic,mu_law_8k,300-3400,1778143859.1557
satis_03091,satisfaction,data/synthetic/audio/satisfaction/satis_03091.wav,data/synthetic/audio_phone/satisfaction/satis_03091.wav,8.15,16000,17.69,synthetic,mu_law_8k,300-3400,1778143859.1646762
satis_03099,satisfaction,data/synthetic/audio/satisfaction/satis_03099.wav,data/synthetic/audio_phone/satisfaction/satis_03099.wav,6.2,16000,17.66,synthetic,mu_law_8k,300-3400,1778143859.1726549
satis_03097,satisfaction,data/synthetic/audio/satisfaction/satis_03097.wav,data/synthetic/audio_phone/satisfaction/satis_03097.wav,7.9,16000,22.67,synthetic,mu_law_8k,300-3400,1778143859.1826282
satis_03100,satisfaction,data/synthetic/audio/satisfaction/satis_03100.wav,data/synthetic/audio_phone/satisfaction/satis_03100.wav,6.9,16000,15.65,synthetic,mu_law_8k,300-3400,1778143859.1921136
satis_03102,satisfaction,data/synthetic/audio/satisfaction/satis_03102.wav,data/synthetic/audio_phone/satisfaction/satis_03102.wav,8.0,16000,24.77,synthetic,mu_law_8k,300-3400,1778143859.2030835
satis_03103,satisfaction,data/synthetic/audio/satisfaction/satis_03103.wav,data/synthetic/audio_phone/satisfaction/satis_03103.wav,10.5,16000,17.71,synthetic,mu_law_8k,300-3400,1778143859.2235425
satis_03106,satisfaction,data/synthetic/audio/satisfaction/satis_03106.wav,data/synthetic/audio_phone/satisfaction/satis_03106.wav,5.95,16000,15.89,synthetic,mu_law_8k,300-3400,1778143859.2365086
satis_03104,satisfaction,data/synthetic/audio/satisfaction/satis_03104.wav,data/synthetic/audio_phone/satisfaction/satis_03104.wav,9.65,16000,19.39,synthetic,mu_law_8k,300-3400,1778143859.2385035
satis_03105,satisfaction,data/synthetic/audio/satisfaction/satis_03105.wav,data/synthetic/audio_phone/satisfaction/satis_03105.wav,9.75,16000,16.64,synthetic,mu_law_8k,300-3400,1778143859.242492
satis_03110,satisfaction,data/synthetic/audio/satisfaction/satis_03110.wav,data/synthetic/audio_phone/satisfaction/satis_03110.wav,6.85,16000,19.7,synthetic,mu_law_8k,300-3400,1778143859.2669342
satis_03115,satisfaction,data/synthetic/audio/satisfaction/satis_03115.wav,data/synthetic/audio_phone/satisfaction/satis_03115.wav,8.1,16000,22.91,synthetic,mu_law_8k,300-3400,1778143859.2808962
satis_03111,satisfaction,data/synthetic/audio/satisfaction/satis_03111.wav,data/synthetic/audio_phone/satisfaction/satis_03111.wav,8.65,16000,17.98,synthetic,mu_law_8k,300-3400,1778143859.291379
satis_03116,satisfaction,data/synthetic/audio/satisfaction/satis_03116.wav,data/synthetic/audio_phone/satisfaction/satis_03116.wav,8.05,16000,23.37,synthetic,mu_law_8k,300-3400,1778143859.2923763
satis_03117,satisfaction,data/synthetic/audio/satisfaction/satis_03117.wav,data/synthetic/audio_phone/satisfaction/satis_03117.wav,4.65,16000,18.45,synthetic,mu_law_8k,300-3400,1778143859.3023489
satis_03118,satisfaction,data/synthetic/audio/satisfaction/satis_03118.wav,data/synthetic/audio_phone/satisfaction/satis_03118.wav,6.05,16000,17.46,synthetic,mu_law_8k,300-3400,1778143859.3173094
satis_03121,satisfaction,data/synthetic/audio/satisfaction/satis_03121.wav,data/synthetic/audio_phone/satisfaction/satis_03121.wav,7.1,16000,18.95,synthetic,mu_law_8k,300-3400,1778143859.3307822
satis_03120,satisfaction,data/synthetic/audio/satisfaction/satis_03120.wav,data/synthetic/audio_phone/satisfaction/satis_03120.wav,7.85,16000,21.01,synthetic,mu_law_8k,300-3400,1778143859.3387609
satis_03125,satisfaction,data/synthetic/audio/satisfaction/satis_03125.wav,data/synthetic/audio_phone/satisfaction/satis_03125.wav,9.75,16000,21.68,synthetic,mu_law_8k,300-3400,1778143859.3437471
satis_03130,satisfaction,data/synthetic/audio/satisfaction/satis_03130.wav,data/synthetic/audio_phone/satisfaction/satis_03130.wav,9.15,16000,22.48,synthetic,mu_law_8k,300-3400,1778143859.362205
satis_03131,satisfaction,data/synthetic/audio/satisfaction/satis_03131.wav,data/synthetic/audio_phone/satisfaction/satis_03131.wav,7.5,16000,16.94,synthetic,mu_law_8k,300-3400,1778143859.367192
satis_03133,satisfaction,data/synthetic/audio/satisfaction/satis_03133.wav,data/synthetic/audio_phone/satisfaction/satis_03133.wav,8.25,16000,22.23,synthetic,mu_law_8k,300-3400,1778143859.3781621
satis_03134,satisfaction,data/synthetic/audio/satisfaction/satis_03134.wav,data/synthetic/audio_phone/satisfaction/satis_03134.wav,11.2,16000,18.89,synthetic,mu_law_8k,300-3400,1778143859.3906374
satis_03137,satisfaction,data/synthetic/audio/satisfaction/satis_03137.wav,data/synthetic/audio_phone/satisfaction/satis_03137.wav,5.25,16000,18.46,synthetic,mu_law_8k,300-3400,1778143859.3996134
satis_03135,satisfaction,data/synthetic/audio/satisfaction/satis_03135.wav,data/synthetic/audio_phone/satisfaction/satis_03135.wav,8.5,16000,16.62,synthetic,mu_law_8k,300-3400,1778143859.4045997
satis_03139,satisfaction,data/synthetic/audio/satisfaction/satis_03139.wav,data/synthetic/audio_phone/satisfaction/satis_03139.wav,10.0,16000,18.53,synthetic,mu_law_8k,300-3400,1778143859.4220579
satis_03140,satisfaction,data/synthetic/audio/satisfaction/satis_03140.wav,data/synthetic/audio_phone/satisfaction/satis_03140.wav,8.1,16000,20.56,synthetic,mu_law_8k,300-3400,1778143859.4300406
satis_03145,satisfaction,data/synthetic/audio/satisfaction/satis_03145.wav,data/synthetic/audio_phone/satisfaction/satis_03145.wav,7.35,16000,21.1,synthetic,mu_law_8k,300-3400,1778143859.439016
satis_03147,satisfaction,data/synthetic/audio/satisfaction/satis_03147.wav,data/synthetic/audio_phone/satisfaction/satis_03147.wav,7.1,16000,18.24,synthetic,mu_law_8k,300-3400,1778143859.4440029
satis_03150,satisfaction,data/synthetic/audio/satisfaction/satis_03150.wav,data/synthetic/audio_phone/satisfaction/satis_03150.wav,7.1,16000,20.22,synthetic,mu_law_8k,300-3400,1778143859.4574761
satis_03154,satisfaction,data/synthetic/audio/satisfaction/satis_03154.wav,data/synthetic/audio_phone/satisfaction/satis_03154.wav,7.1,16000,24.29,synthetic,mu_law_8k,300-3400,1778143859.4654543
satis_03161,satisfaction,data/synthetic/audio/satisfaction/satis_03161.wav,data/synthetic/audio_phone/satisfaction/satis_03161.wav,6.5,16000,19.53,synthetic,mu_law_8k,300-3400,1778143859.4704428
satis_03163,satisfaction,data/synthetic/audio/satisfaction/satis_03163.wav,data/synthetic/audio_phone/satisfaction/satis_03163.wav,7.7,16000,17.76,synthetic,mu_law_8k,300-3400,1778143859.4784193
satis_03165,satisfaction,data/synthetic/audio/satisfaction/satis_03165.wav,data/synthetic/audio_phone/satisfaction/satis_03165.wav,7.2,16000,22.46,synthetic,mu_law_8k,300-3400,1778143859.4893906
satis_03167,satisfaction,data/synthetic/audio/satisfaction/satis_03167.wav,data/synthetic/audio_phone/satisfaction/satis_03167.wav,7.7,16000,17.63,synthetic,mu_law_8k,300-3400,1778143859.498366
satis_03169,satisfaction,data/synthetic/audio/satisfaction/satis_03169.wav,data/synthetic/audio_phone/satisfaction/satis_03169.wav,7.1,16000,19.83,synthetic,mu_law_8k,300-3400,1778143859.5033545
satis_03171,satisfaction,data/synthetic/audio/satisfaction/satis_03171.wav,data/synthetic/audio_phone/satisfaction/satis_03171.wav,8.9,16000,19.85,synthetic,mu_law_8k,300-3400,1778143859.521305
satis_03172,satisfaction,data/synthetic/audio/satisfaction/satis_03172.wav,data/synthetic/audio_phone/satisfaction/satis_03172.wav,7.55,16000,20.02,synthetic,mu_law_8k,300-3400,1778143859.5282865
satis_03176,satisfaction,data/synthetic/audio/satisfaction/satis_03176.wav,data/synthetic/audio_phone/satisfaction/satis_03176.wav,9.0,16000,24.8,synthetic,mu_law_8k,300-3400,1778143859.542249
satis_03179,satisfaction,data/synthetic/audio/satisfaction/satis_03179.wav,data/synthetic/audio_phone/satisfaction/satis_03179.wav,8.95,16000,19.31,synthetic,mu_law_8k,300-3400,1778143859.5512242
satis_03180,satisfaction,data/synthetic/audio/satisfaction/satis_03180.wav,data/synthetic/audio_phone/satisfaction/satis_03180.wav,6.7,16000,22.88,synthetic,mu_law_8k,300-3400,1778143859.5542164
satis_03186,satisfaction,data/synthetic/audio/satisfaction/satis_03186.wav,data/synthetic/audio_phone/satisfaction/satis_03186.wav,10.25,16000,16.51,synthetic,mu_law_8k,300-3400,1778143859.5741637
satis_03189,satisfaction,data/synthetic/audio/satisfaction/satis_03189.wav,data/synthetic/audio_phone/satisfaction/satis_03189.wav,10.15,16000,19.48,synthetic,mu_law_8k,300-3400,1778143859.588126
satis_03195,satisfaction,data/synthetic/audio/satisfaction/satis_03195.wav,data/synthetic/audio_phone/satisfaction/satis_03195.wav,7.35,16000,21.74,synthetic,mu_law_8k,300-3400,1778143859.5901208
satis_03193,satisfaction,data/synthetic/audio/satisfaction/satis_03193.wav,data/synthetic/audio_phone/satisfaction/satis_03193.wav,9.0,16000,22.47,synthetic,mu_law_8k,300-3400,1778143859.5901208
satis_03197,satisfaction,data/synthetic/audio/satisfaction/satis_03197.wav,data/synthetic/audio_phone/satisfaction/satis_03197.wav,6.9,16000,20.13,synthetic,mu_law_8k,300-3400,1778143859.6140566
satis_03203,satisfaction,data/synthetic/audio/satisfaction/satis_03203.wav,data/synthetic/audio_phone/satisfaction/satis_03203.wav,6.8,16000,18.58,synthetic,mu_law_8k,300-3400,1778143859.620042
satis_03208,satisfaction,data/synthetic/audio/satisfaction/satis_03208.wav,data/synthetic/audio_phone/satisfaction/satis_03208.wav,7.05,16000,20.27,synthetic,mu_law_8k,300-3400,1778143859.627022
satis_03207,satisfaction,data/synthetic/audio/satisfaction/satis_03207.wav,data/synthetic/audio_phone/satisfaction/satis_03207.wav,6.85,16000,18.74,synthetic,mu_law_8k,300-3400,1778143859.6320088
satis_03213,satisfaction,data/synthetic/audio/satisfaction/satis_03213.wav,data/synthetic/audio_phone/satisfaction/satis_03213.wav,7.0,16000,23.88,synthetic,mu_law_8k,300-3400,1778143859.6539502
satis_03212,satisfaction,data/synthetic/audio/satisfaction/satis_03212.wav,data/synthetic/audio_phone/satisfaction/satis_03212.wav,9.2,16000,22.23,synthetic,mu_law_8k,300-3400,1778143859.6579397
satis_03214,satisfaction,data/synthetic/audio/satisfaction/satis_03214.wav,data/synthetic/audio_phone/satisfaction/satis_03214.wav,6.75,16000,17.41,synthetic,mu_law_8k,300-3400,1778143859.6599348
satis_03218,satisfaction,data/synthetic/audio/satisfaction/satis_03218.wav,data/synthetic/audio_phone/satisfaction/satis_03218.wav,8.85,16000,21.11,synthetic,mu_law_8k,300-3400,1778143859.670905
satis_03225,satisfaction,data/synthetic/audio/satisfaction/satis_03225.wav,data/synthetic/audio_phone/satisfaction/satis_03225.wav,6.3,16000,17.6,synthetic,mu_law_8k,300-3400,1778143859.689854
satis_03221,satisfaction,data/synthetic/audio/satisfaction/satis_03221.wav,data/synthetic/audio_phone/satisfaction/satis_03221.wav,6.5,16000,16.81,synthetic,mu_law_8k,300-3400,1778143859.6908507
satis_03220,satisfaction,data/synthetic/audio/satisfaction/satis_03220.wav,data/synthetic/audio_phone/satisfaction/satis_03220.wav,8.95,16000,19.08,synthetic,mu_law_8k,300-3400,1778143859.6998286
satis_03228,satisfaction,data/synthetic/audio/satisfaction/satis_03228.wav,data/synthetic/audio_phone/satisfaction/satis_03228.wav,7.25,16000,15.49,synthetic,mu_law_8k,300-3400,1778143859.7078054
satis_03230,satisfaction,data/synthetic/audio/satisfaction/satis_03230.wav,data/synthetic/audio_phone/satisfaction/satis_03230.wav,6.7,16000,16.05,synthetic,mu_law_8k,300-3400,1778143859.722766
satis_03229,satisfaction,data/synthetic/audio/satisfaction/satis_03229.wav,data/synthetic/audio_phone/satisfaction/satis_03229.wav,8.3,16000,23.17,synthetic,mu_law_8k,300-3400,1778143859.7277527
satis_03232,satisfaction,data/synthetic/audio/satisfaction/satis_03232.wav,data/synthetic/audio_phone/satisfaction/satis_03232.wav,7.55,16000,16.43,synthetic,mu_law_8k,300-3400,1778143859.7377257
